seed,score,percentage
72017,284,20
72037,284,20
72072,284,20
72353,284,20
73357,284,20
73737,284,20
74021,284,20
77091,284,20
78489,284,20
78879,284,20
79260,284,20
79994,284,20
81038,284,20
81579,284,20
81616,284,20
81836,284,20
83379,284,20
83699,284,20
86851,284,20
87063,284,20
87159,284,20
87996,284,20
89230,284,20
90324,284,20
91683,284,20
91863,284,20
93221,284,20
93345,284,20
94503,284,20
95008,284,20
95410,284,20
95521,284,20
98075,284,20
99489,284,20
422,285,20
1087,285,20
5511,285,20
5568,285,20
6948,285,20
7247,285,20
7727,285,20
9088,285,20
10142,285,20
15218,285,20
15778,285,20
16253,285,20
18251,285,20
18938,285,20
19619,285,20
20572,285,20
21210,285,20
21628,285,20
23405,285,20
24459,285,20
24782,285,20
25101,285,20
26414,285,20
29828,285,20
30419,285,20
30620,285,20
30777,285,20
31520,285,20
32048,285,20
32373,285,20
34062,285,20
34185,285,20
34636,285,20
34855,285,20
37355,285,20
37380,285,20
38000,285,20
38254,285,20
39399,285,20
39624,285,20
40620,285,20
40907,285,20
41120,285,20
43040,285,20
44720,285,20
45196,285,20
45310,285,20
45971,285,20
46919,285,20
46920,285,20
48793,285,20
50932,285,20
60322,285,20
61983,285,20
62764,285,20
64808,285,20
65948,285,20
66710,285,20
67507,285,20
68802,285,20
69180,285,20
70732,285,20
72252,285,20
72939,285,20
76362,285,20
78794,285,20
78996,285,20
81444,285,20
82058,285,20
82777,285,20
83050,285,20
84205,285,20
84417,285,20
86200,285,20
88550,285,20
89844,285,20
90597,285,20
91481,285,20
92196,285,20
92772,285,20
93045,285,20
93685,285,20
95170,285,20
95907,285,20
96504,285,20
97168,285,20
99010,285,20
99373,285,20
99660,285,20
1673,286,20
1903,286,20
3056,286,20
3565,286,20
4549,286,20
5232,286,20
5743,286,20
5750,286,20
8127,286,20
8273,286,20
8330,286,20
8482,286,20
8598,286,20
9678,286,20
10660,286,20
11289,286,20
12126,286,20
12194,286,20
12558,286,20
12613,286,20
13929,286,20
14825,286,20
14830,286,20
15267,286,20
17159,286,20
17870,286,20
20144,286,20
20200,286,20
24689,286,20
26773,286,20
27499,286,20
28216,286,20
28297,286,20
29421,286,20
29872,286,20
30111,286,20
30685,286,20
31022,286,20
31246,286,20
31318,286,20
31410,286,20
31973,286,20
32609,286,20
33147,286,20
33803,286,20
33965,286,20
35583,286,20
35699,286,20
36395,286,20
37378,286,20
37947,286,20
38101,286,20
38654,286,20
39253,286,20
39815,286,20
40208,286,20
40325,286,20
40933,286,20
40972,286,20
41168,286,20
41603,286,20
41869,286,20
44072,286,20
44785,286,20
44994,286,20
46118,286,20
46984,286,20
47183,286,20
47492,286,20
49308,286,20
49852,286,20
50773,286,20
50782,286,20
51754,286,20
52674,286,20
53159,286,20
54001,286,20
54123,286,20
54754,286,20
55390,286,20
56685,286,20
57330,286,20
57950,286,20
61634,286,20
61936,286,20
63807,286,20
63861,286,20
64452,286,20
64615,286,20
66826,286,20
67187,286,20
67592,286,20
67662,286,20
67741,286,20
67896,286,20
68139,286,20
69333,286,20
69346,286,20
70423,286,20
70825,286,20
71126,286,20
73771,286,20
73949,286,20
74281,286,20
74310,286,20
74433,286,20
74686,286,20
74903,286,20
76196,286,20
76449,286,20
76686,286,20
76917,286,20
77119,286,20
78461,286,20
78899,286,20
79329,286,20
79505,286,20
79936,286,20
80193,286,20
80287,286,20
83273,286,20
84394,286,20
84485,286,20
85831,286,20
86708,286,20
87065,286,20
88010,286,20
88768,286,20
89005,286,20
89264,286,20
89702,286,20
90325,286,20
90656,286,20
90814,286,20
90936,286,20
91397,286,20
93179,286,20
94367,286,20
95139,286,20
95885,286,20
96080,286,20
96524,286,20
97025,286,20
98618,286,20
98769,286,20
99538,286,20
724,287,20
778,287,20
1530,287,20
1544,287,20
2213,287,20
2676,287,20
3745,287,20
4170,287,20
4343,287,20
5169,287,20
5578,287,20
6031,287,20
6929,287,20
7175,287,20
7711,287,20
8943,287,20
12802,287,20
12823,287,20
13969,287,20
14899,287,20
15089,287,20
15221,287,20
15585,287,20
15654,287,20
16658,287,20
17691,287,20
18149,287,20
18348,287,20
19639,287,20
20156,287,20
21625,287,20
24511,287,20
25234,287,20
26014,287,20
27958,287,20
28724,287,20
30855,287,20
31049,287,20
31611,287,20
32656,287,20
33165,287,20
34002,287,20
34073,287,20
34695,287,20
36690,287,20
37306,287,20
37994,287,20
40168,287,20
41306,287,20
41795,287,20
42215,287,20
42540,287,20
42716,287,20
42815,287,20
45739,287,20
46549,287,20
47615,287,20
47829,287,20
48459,287,20
48642,287,20
50743,287,20
52017,287,20
53083,287,20
53811,287,20
54142,287,20
54168,287,20
55380,287,20
55462,287,20
56616,287,20
57553,287,20
57757,287,20
58863,287,20
61751,287,20
62065,287,20
62186,287,20
65199,287,20
66740,287,20
66792,287,20
67184,287,20
67515,287,20
69130,287,20
69362,287,20
70969,287,20
71971,287,20
72493,287,20
72715,287,20
74027,287,20
74073,287,20
74539,287,20
75975,287,20
76003,287,20
76494,287,20
76865,287,20
77109,287,20
77399,287,20
79346,287,20
79353,287,20
79383,287,20
80072,287,20
81348,287,20
81514,287,20
81676,287,20
83378,287,20
83395,287,20
83532,287,20
84474,287,20
84648,287,20
85118,287,20
86531,287,20
86894,287,20
88684,287,20
88764,287,20
89539,287,20
90685,287,20
90775,287,20
92905,287,20
93450,287,20
93467,287,20
93515,287,20
95292,287,20
97045,287,20
97591,287,20
98722,287,20
98992,287,20
849,288,20
1243,288,20
1915,288,20
2864,288,20
7747,288,20
9429,288,20
10280,288,20
12979,288,20
13059,288,20
13256,288,20
14669,288,20
15933,288,20
19978,288,20
20893,288,20
25104,288,20
25393,288,20
29499,288,20
30250,288,20
31946,288,20
36433,288,20
36771,288,20
37784,288,20
39216,288,20
42024,288,20
42186,288,20
42895,288,20
45009,288,20
46371,288,20
47177,288,20
50078,288,20
50410,288,20
50648,288,20
52265,288,20
58906,288,20
59893,288,20
60837,288,20
61390,288,20
62216,288,20
67098,288,20
68327,288,20
69448,288,20
69902,288,20
70448,288,20
70552,288,20
70891,288,20
72022,288,20
73201,288,20
73444,288,20
74112,288,20
77647,288,20
80480,288,20
80980,288,20
82978,288,20
83949,288,20
85921,288,20
93306,288,20
94205,288,20
95295,288,20
97284,288,20
97804,288,20
98136,288,20
99513,288,20
99650,288,20
885,289,20
927,289,20
1653,289,20
2569,289,20
2576,289,20
2717,289,20
4020,289,20
7245,289,20
10967,289,20
11223,289,20
11599,289,20
13080,289,20
16191,289,20
16614,289,20
16803,289,20
17027,289,20
17213,289,20
18092,289,20
18304,289,20
18314,289,20
18939,289,20
18988,289,20
19786,289,20
20123,289,20
21942,289,20
22996,289,20
23834,289,20
24796,289,20
27221,289,20
27414,289,20
28367,289,20
28493,289,20
29154,289,20
30138,289,20
31264,289,20
31671,289,20
32192,289,20
32514,289,20
33009,289,20
34470,289,20
35577,289,20
36621,289,20
37863,289,20
38029,289,20
38067,289,20
38712,289,20
39853,289,20
39887,289,20
39893,289,20
41235,289,20
41584,289,20
43170,289,20
43374,289,20
43658,289,20
44112,289,20
44530,289,20
46195,289,20
46536,289,20
47471,289,20
47949,289,20
48046,289,20
48801,289,20
49055,289,20
49090,289,20
49349,289,20
49609,289,20
49880,289,20
50984,289,20
51589,289,20
53607,289,20
56670,289,20
58672,289,20
59061,289,20
61878,289,20
61907,289,20
62070,289,20
63346,289,20
64060,289,20
65773,289,20
66338,289,20
68021,289,20
68772,289,20
70093,289,20
71998,289,20
73060,289,20
73332,289,20
73366,289,20
73439,289,20
74655,289,20
83006,289,20
84670,289,20
85477,289,20
85805,289,20
86097,289,20
86308,289,20
87622,289,20
88622,289,20
90316,289,20
91938,289,20
92918,289,20
93872,289,20
93916,289,20
94507,289,20
94802,289,20
95588,289,20
96610,289,20
96951,289,20
97112,289,20
99078,289,20
3638,290,20
3675,290,20
4425,290,20
5912,290,20
8243,290,20
8393,290,20
8852,290,20
8971,290,20
10257,290,20
11479,290,20
13382,290,20
13402,290,20
13854,290,20
19864,290,20
20899,290,20
20987,290,20
21214,290,20
21759,290,20
23530,290,20
23976,290,20
25030,290,20
25915,290,20
26276,290,20
28150,290,20
28665,290,20
30659,290,20
30688,290,20
31615,290,20
31811,290,20
34119,290,20
37834,290,20
37920,290,20
38473,290,20
38550,290,20
39650,290,20
39846,290,20
41695,290,20
42020,290,20
42318,290,20
44202,290,20
45079,290,20
47529,290,20
47892,290,20
48471,290,20
48925,290,20
49360,290,20
50795,290,20
50991,290,20
52411,290,20
54945,290,20
56362,290,20
56369,290,20
57850,290,20
58628,290,20
59026,290,20
59273,290,20
59377,290,20
59445,290,20
59738,290,20
59904,290,20
62217,290,20
64018,290,20
64314,290,20
66063,290,20
66457,290,20
66474,290,20
69145,290,20
69488,290,20
71036,290,20
73503,290,20
74435,290,20
74776,290,20
74975,290,20
75011,290,20
75545,290,20
76197,290,20
77060,290,20
77340,290,20
81035,290,20
84320,290,20
84755,290,20
85422,290,20
87235,290,20
87515,290,20
87533,290,20
87828,290,20
87969,290,20
88819,290,20
89571,290,20
89873,290,20
92864,290,20
96895,290,20
1877,291,20
1905,291,20
3915,291,20
5184,291,20
5623,291,20
7499,291,20
10611,291,20
11064,291,20
11199,291,20
12316,291,20
13217,291,20
13663,291,20
14398,291,20
14447,291,20
15801,291,20
17236,291,20
17537,291,20
17656,291,20
18781,291,20
21929,291,20
22292,291,20
22451,291,20
24137,291,20
26511,291,20
26531,291,20
26764,291,20
27490,291,20
27689,291,20
29698,291,20
30865,291,20
31902,291,20
32321,291,20
33855,291,20
35315,291,20
36645,291,20
37392,291,20
38003,291,20
39123,291,20
39133,291,20
39720,291,20
39974,291,20
42969,291,20
43922,291,20
44882,291,20
45159,291,20
45184,291,20
46355,291,20
46471,291,20
46827,291,20
48996,291,20
49859,291,20
51442,291,20
51744,291,20
52329,291,20
54444,291,20
55000,291,20
58225,291,20
58986,291,20
59059,291,20
59145,291,20
59929,291,20
60157,291,20
60222,291,20
61519,291,20
62012,291,20
62055,291,20
62624,291,20
62956,291,20
62986,291,20
63260,291,20
63897,291,20
64485,291,20
65832,291,20
65903,291,20
66238,291,20
66332,291,20
66334,291,20
66833,291,20
66987,291,20
67893,291,20
68301,291,20
68538,291,20
68868,291,20
69202,291,20
69214,291,20
70222,291,20
71172,291,20
74708,291,20
75049,291,20
75462,291,20
75554,291,20
76622,291,20
77372,291,20
78147,291,20
78536,291,20
78955,291,20
78965,291,20
79599,291,20
79924,291,20
81034,291,20
81413,291,20
83376,291,20
84245,291,20
85001,291,20
85194,291,20
85366,291,20
85667,291,20
87442,291,20
88494,291,20
91125,291,20
91533,291,20
92263,291,20
92345,291,20
94176,291,20
94674,291,20
94902,291,20
96221,291,20
96730,291,20
97698,291,20
99289,291,20
99328,291,20
3952,292,20
4193,292,20
4782,292,20
6545,292,20
6821,292,20
7482,292,20
7713,292,20
7972,292,20
8194,292,20
8224,292,20
9002,292,20
9151,292,20
9904,292,20
11085,292,20
12223,292,20
12232,292,20
13068,292,20
13810,292,20
14851,292,20
16341,292,20
17666,292,20
18877,292,20
20029,292,20
20289,292,20
21059,292,20
23269,292,20
23431,292,20
23823,292,20
24266,292,20
24651,292,20
25706,292,20
26474,292,20
27435,292,20
27683,292,20
29624,292,20
29822,292,20
30306,292,20
30553,292,20
30576,292,20
30856,292,20
32757,292,20
33148,292,20
33466,292,20
34090,292,20
34936,292,20
35680,292,20
35735,292,20
36418,292,20
36560,292,20
36915,292,20
37051,292,20
37252,292,20
37762,292,20
39265,292,20
39469,292,20
39495,292,20
39826,292,20
39915,292,20
40514,292,20
40552,292,20
41654,292,20
41746,292,20
42239,292,20
43028,292,20
43924,292,20
44857,292,20
44973,292,20
45288,292,20
45867,292,20
46771,292,20
47324,292,20
48386,292,20
50128,292,20
50241,292,20
50360,292,20
51077,292,20
51238,292,20
52628,292,20
53821,292,20
54344,292,20
56830,292,20
58101,292,20
58110,292,20
58420,292,20
58872,292,20
59012,292,20
59041,292,20
59338,292,20
60026,292,20
60292,292,20
60324,292,20
60673,292,20
61794,292,20
62400,292,20
65277,292,20
67419,292,20
68432,292,20
68758,292,20
70535,292,20
72565,292,20
73842,292,20
75193,292,20
76707,292,20
77424,292,20
78231,292,20
80898,292,20
82366,292,20
82719,292,20
83792,292,20
84445,292,20
85484,292,20
86225,292,20
86830,292,20
87041,292,20
87990,292,20
88150,292,20
89045,292,20
89129,292,20
89614,292,20
90029,292,20
90505,292,20
90523,292,20
90593,292,20
90805,292,20
92257,292,20
92774,292,20
93274,292,20
94401,292,20
94628,292,20
95186,292,20
95499,292,20
95941,292,20
96348,292,20
97252,292,20
98054,292,20
98956,292,20
99679,292,20
1671,293,20
1882,293,20
3089,293,20
5241,293,20
6367,293,20
6604,293,20
7459,293,20
8829,293,20
8984,293,20
9582,293,20
9860,293,20
10336,293,20
12966,293,20
13185,293,20
14507,293,20
14522,293,20
15484,293,20
17036,293,20
17898,293,20
18295,293,20
18700,293,20
19674,293,20
21551,293,20
21605,293,20
22000,293,20
22267,293,20
23000,293,20
25205,293,20
25674,293,20
28075,293,20
28127,293,20
29754,293,20
30638,293,20
31662,293,20
33021,293,20
35137,293,20
36239,293,20
36514,293,20
36977,293,20
37980,293,20
38643,293,20
38684,293,20
39127,293,20
39518,293,20
39878,293,20
40061,293,20
40142,293,20
40921,293,20
42584,293,20
44261,293,20
44501,293,20
46358,293,20
46445,293,20
47328,293,20
48817,293,20
49018,293,20
53004,293,20
53418,293,20
54133,293,20
54591,293,20
54986,293,20
55822,293,20
56322,293,20
56926,293,20
57805,293,20
57922,293,20
58923,293,20
59605,293,20
59742,293,20
60092,293,20
62879,293,20
63457,293,20
66350,293,20
67243,293,20
68705,293,20
69430,293,20
70645,293,20
71260,293,20
71958,293,20
72124,293,20
72420,293,20
72638,293,20
72869,293,20
72997,293,20
73132,293,20
73348,293,20
73705,293,20
73725,293,20
74723,293,20
77946,293,20
78903,293,20
79663,293,20
80126,293,20
81302,293,20
82631,293,20
82728,293,20
84164,293,20
84436,293,20
87083,293,20
88230,293,20
88519,293,20
89738,293,20
92064,293,20
95074,293,20
95332,293,20
95790,293,20
96074,293,20
96874,293,20
97646,293,20
97747,293,20
97791,293,20
98656,293,20
15,294,20
344,294,20
3041,294,20
3932,294,20
4237,294,20
6240,294,20
6319,294,20
6366,294,20
9603,294,20
9713,294,20
11603,294,20
12557,294,20
13405,294,20
15866,294,20
16017,294,20
16790,294,20
18542,294,20
19480,294,20
19597,294,20
20827,294,20
21471,294,20
24726,294,20
25121,294,20
25946,294,20
26772,294,20
28353,294,20
28890,294,20
29581,294,20
29815,294,20
30459,294,20
31805,294,20
32155,294,20
32518,294,20
32542,294,20
33024,294,20
33174,294,20
33706,294,20
34267,294,20
34611,294,20
34659,294,20
35035,294,20
35628,294,20
36277,294,20
36417,294,20
37279,294,20
38212,294,20
38596,294,20
39053,294,20
40824,294,20
45278,294,20
46826,294,20
47201,294,20
47355,294,20
49453,294,20
50551,294,20
51025,294,20
51992,294,20
53187,294,20
53628,294,20
53892,294,20
55186,294,20
58353,294,20
58408,294,20
60722,294,20
61399,294,20
61712,294,20
62021,294,20
63986,294,20
66198,294,20
67759,294,20
69081,294,20
71546,294,20
71711,294,20
72079,294,20
72401,294,20
72571,294,20
72617,294,20
72938,294,20
73669,294,20
74208,294,20
74239,294,20
75598,294,20
77504,294,20
77892,294,20
78541,294,20
79610,294,20
79887,294,20
80621,294,20
82442,294,20
83101,294,20
83274,294,20
83513,294,20
85981,294,20
87634,294,20
89289,294,20
90622,294,20
91106,294,20
91909,294,20
93240,294,20
96075,294,20
96823,294,20
97271,294,20
99158,294,20
202,295,20
388,295,20
427,295,20
841,295,20
903,295,20
7771,295,20
8025,295,20
10079,295,20
10314,295,20
10538,295,20
11145,295,20
12906,295,20
13172,295,20
13284,295,20
14192,295,20
15241,295,20
15483,295,20
16302,295,20
16360,295,20
16596,295,20
18098,295,20
18185,295,20
18574,295,20
18657,295,20
19771,295,20
20045,295,20
20631,295,20
20838,295,20
21069,295,20
22299,295,20
23078,295,20
23233,295,20
24050,295,20
25166,295,20
25546,295,20
25822,295,20
26535,295,20
26753,295,20
27154,295,20
27831,295,20
29458,295,20
29500,295,20
29755,295,20
31082,295,20
31490,295,20
32223,295,20
34102,295,20
34559,295,20
35646,295,20
37492,295,20
38606,295,20
38906,295,20
40306,295,20
40715,295,20
41661,295,20
42320,295,20
43387,295,20
45453,295,20
46509,295,20
46649,295,20
47947,295,20
48145,295,20
49324,295,20
49816,295,20
50524,295,20
50824,295,20
52636,295,20
53617,295,20
53987,295,20
54655,295,20
55750,295,20
56335,295,20
56348,295,20
56554,295,20
56823,295,20
57117,295,20
58796,295,20
60372,295,20
60714,295,20
60830,295,20
60847,295,20
61124,295,20
61203,295,20
61323,295,20
61529,295,20
62063,295,20
62157,295,20
63254,295,20
63821,295,20
63991,295,20
64742,295,20
65665,295,20
65872,295,20
65951,295,20
66012,295,20
66189,295,20
67512,295,20
67945,295,20
67970,295,20
68911,295,20
68982,295,20
69468,295,20
70975,295,20
71175,295,20
71698,295,20
72245,295,20
73058,295,20
74051,295,20
74642,295,20
74760,295,20
74932,295,20
75267,295,20
75687,295,20
76825,295,20
77138,295,20
77841,295,20
78106,295,20
79344,295,20
79896,295,20
80417,295,20
80580,295,20
80713,295,20
80798,295,20
81401,295,20
81436,295,20
82861,295,20
83194,295,20
84237,295,20
86899,295,20
86906,295,20
87174,295,20
87415,295,20
88859,295,20
89371,295,20
89388,295,20
90061,295,20
90114,295,20
90985,295,20
91723,295,20
91924,295,20
92371,295,20
92700,295,20
92890,295,20
93158,295,20
93337,295,20
94793,295,20
95065,295,20
95208,295,20
95526,295,20
96215,295,20
96619,295,20
96839,295,20
99696,295,20
275,296,20
1806,296,20
2135,296,20
2299,296,20
4256,296,20
5302,296,20
9006,296,20
14829,296,20
15201,296,20
16074,296,20
19876,296,20
25060,296,20
27002,296,20
27850,296,20
31076,296,20
35591,296,20
36940,296,20
37011,296,20
41305,296,20
41394,296,20
43024,296,20
44369,296,20
44381,296,20
44825,296,20
45226,296,20
46478,296,20
49239,296,20
51888,296,20
53965,296,20
54155,296,20
59299,296,20
60142,296,20
60173,296,20
63422,296,20
64201,296,20
64417,296,20
65658,296,20
68456,296,20
69327,296,20
71970,296,20
72444,296,20
73837,296,20
73882,296,20
74553,296,20
75051,296,20
75911,296,20
76435,296,20
77450,296,20
78971,296,20
79571,296,20
80550,296,20
81712,296,20
81770,296,20
82995,296,20
83371,296,20
83744,296,20
84085,296,20
84144,296,20
85405,296,20
87152,296,20
87256,296,20
89424,296,20
91176,296,20
92566,296,20
92931,296,20
96198,296,20
96486,296,20
97682,296,20
99168,296,20
99996,296,20
215,297,20
1449,297,20
1576,297,20
2663,297,20
3809,297,20
3939,297,20
3944,297,20
3994,297,20
5450,297,20
5704,297,20
6159,297,20
6557,297,20
6601,297,20
7896,297,20
8174,297,20
8381,297,20
8424,297,20
10038,297,20
11241,297,20
11587,297,20
13044,297,20
15084,297,20
15260,297,20
15540,297,20
15860,297,20
15897,297,20
16510,297,20
16660,297,20
17009,297,20
19264,297,20
19879,297,20
20526,297,20
21648,297,20
22416,297,20
24756,297,20
25469,297,20
27304,297,20
27324,297,20
27337,297,20
27685,297,20
28288,297,20
30048,297,20
32056,297,20
33457,297,20
33784,297,20
34809,297,20
35403,297,20
36006,297,20
36531,297,20
36753,297,20
37062,297,20
37444,297,20
37717,297,20
38261,297,20
38298,297,20
38711,297,20
38960,297,20
39944,297,20
40666,297,20
41565,297,20
41997,297,20
42680,297,20
44700,297,20
45275,297,20
47158,297,20
48814,297,20
49798,297,20
50816,297,20
52147,297,20
52524,297,20
53141,297,20
54605,297,20
54675,297,20
56472,297,20
56842,297,20
58362,297,20
58417,297,20
60038,297,20
60979,297,20
61175,297,20
61924,297,20
62159,297,20
62165,297,20
62827,297,20
63708,297,20
64836,297,20
65197,297,20
67001,297,20
67432,297,20
67451,297,20
67514,297,20
67617,297,20
67689,297,20
67882,297,20
67966,297,20
68111,297,20
68114,297,20
68437,297,20
69904,297,20
70404,297,20
70586,297,20
70643,297,20
71240,297,20
71823,297,20
71940,297,20
72702,297,20
73097,297,20
75801,297,20
76273,297,20
76771,297,20
78174,297,20
78464,297,20
79286,297,20
79844,297,20
79893,297,20
80252,297,20
81158,297,20
81866,297,20
82098,297,20
82946,297,20
83719,297,20
84390,297,20
84574,297,20
84748,297,20
85210,297,20
85518,297,20
86075,297,20
87430,297,20
87810,297,20
88280,297,20
88291,297,20
88841,297,20
90914,297,20
91055,297,20
91173,297,20
91509,297,20
91638,297,20
91663,297,20
91695,297,20
91716,297,20
92321,297,20
92353,297,20
94078,297,20
94949,297,20
96595,297,20
97577,297,20
98493,297,20
98522,297,20
99258,297,20
99875,297,20
350,298,20
410,298,20
1292,298,20
2735,298,20
3042,298,20
3196,298,20
3367,298,20
3819,298,20
3825,298,20
4452,298,20
4610,298,20
5128,298,20
5210,298,20
5455,298,20
6252,298,20
6276,298,20
8337,298,20
9936,298,20
10531,298,20
10903,298,20
11513,298,20
11576,298,20
13212,298,20
13248,298,20
14828,298,20
15706,298,20
16696,298,20
17817,298,20
17970,298,20
18708,298,20
20783,298,20
21417,298,20
22516,298,20
23156,298,20
24927,298,20
25002,298,20
25041,298,20
25420,298,20
25584,298,20
29236,298,20
30180,298,20
30607,298,20
31830,298,20
32331,298,20
32769,298,20
35303,298,20
36252,298,20
36570,298,20
36890,298,20
37309,298,20
38301,298,20
38328,298,20
38571,298,20
38716,298,20
38929,298,20
39574,298,20
40136,298,20
40371,298,20
40573,298,20
41230,298,20
41928,298,20
42070,298,20
43209,298,20
44600,298,20
44854,298,20
45320,298,20
46325,298,20
47860,298,20
48585,298,20
48999,298,20
56135,298,20
57398,298,20
57881,298,20
58186,298,20
60607,298,20
62863,298,20
63133,298,20
66100,298,20
68035,298,20
68105,298,20
68770,298,20
69398,298,20
69719,298,20
70472,298,20
70651,298,20
71246,298,20
71759,298,20
73082,298,20
73781,298,20
75050,298,20
76979,298,20
77204,298,20
77295,298,20
77386,298,20
77437,298,20
77702,298,20
79498,298,20
79514,298,20
79793,298,20
79914,298,20
81245,298,20
82497,298,20
83614,298,20
83800,298,20
85400,298,20
86141,298,20
86396,298,20
91356,298,20
91781,298,20
92357,298,20
93812,298,20
93992,298,20
95440,298,20
95928,298,20
96106,298,20
96192,298,20
96263,298,20
96636,298,20
98704,298,20
99797,298,20
2382,299,20
2704,299,20
4199,299,20
4286,299,20
4934,299,20
5223,299,20
5832,299,20
6164,299,20
9533,299,20
10413,299,20
11000,299,20
11663,299,20
11755,299,20
11852,299,20
11857,299,20
12080,299,20
13364,299,20
13836,299,20
15116,299,20
15552,299,20
15752,299,20
19126,299,20
19204,299,20
20615,299,20
20859,299,20
23676,299,20
25791,299,20
25800,299,20
28005,299,20
28042,299,20
29271,299,20
30343,299,20
31071,299,20
31225,299,20
33468,299,20
34162,299,20
35215,299,20
36091,299,20
36945,299,20
38905,299,20
40099,299,20
40461,299,20
40915,299,20
41614,299,20
42041,299,20
43559,299,20
45271,299,20
45283,299,20
46327,299,20
46962,299,20
48353,299,20
50705,299,20
50758,299,20
50937,299,20
53030,299,20
53290,299,20
53291,299,20
53795,299,20
54989,299,20
57113,299,20
60168,299,20
60381,299,20
60896,299,20
61066,299,20
61458,299,20
61487,299,20
61667,299,20
61796,299,20
62230,299,20
62836,299,20
63168,299,20
63239,299,20
64406,299,20
64536,299,20
65233,299,20
66395,299,20
67024,299,20
67654,299,20
71076,299,20
72242,299,20
72368,299,20
74961,299,20
77365,299,20
77779,299,20
78738,299,20
78823,299,20
79573,299,20
79907,299,20
80167,299,20
81781,299,20
81991,299,20
82523,299,20
82919,299,20
83517,299,20
84208,299,20
85177,299,20
85412,299,20
88314,299,20
88731,299,20
89311,299,20
89671,299,20
89905,299,20
90048,299,20
92449,299,20
93133,299,20
94232,299,20
96368,299,20
96666,299,20
97656,299,20
97959,299,20
98913,299,20
504,300,20
2456,300,20
2458,300,20
2583,300,20
3040,300,20
3315,300,20
3427,300,20
4606,300,20
6412,300,20
6583,300,20
6886,300,20
8213,300,20
9022,300,20
9255,300,20
10864,300,20
11017,300,20
11763,300,20
12068,300,20
14241,300,20
17956,300,20
19858,300,20
22008,300,20
22033,300,20
22834,300,20
23640,300,20
24436,300,20
24848,300,20
26129,300,20
26586,300,20
26660,300,20
26849,300,20
30056,300,20
31883,300,20
32077,300,20
32238,300,20
33352,300,20
33385,300,20
33823,300,20
34250,300,20
34713,300,20
35111,300,20
35344,300,20
35793,300,20
36194,300,20
37212,300,20
46270,300,20
47250,300,20
48491,300,20
49485,300,20
50277,300,20
51884,300,20
53142,300,20
53423,300,20
53438,300,20
53740,300,20
55355,300,20
56689,300,20
56795,300,20
57867,300,20
58016,300,20
59272,300,20
61441,300,20
61643,300,20
62672,300,20
63926,300,20
65126,300,20
65572,300,20
65846,300,20
65984,300,20
66629,300,20
68369,300,20
69444,300,20
69886,300,20
69926,300,20
70691,300,20
72356,300,20
73266,300,20
73614,300,20
73932,300,20
74684,300,20
74901,300,20
75957,300,20
76309,300,20
76710,300,20
78144,300,20
81947,300,20
82330,300,20
82797,300,20
83154,300,20
83269,300,20
83979,300,20
84306,300,20
85367,300,20
85590,300,20
85789,300,20
85961,300,20
86131,300,20
86281,300,20
87068,300,20
88129,300,20
88885,300,20
89677,300,20
90311,300,20
90705,300,20
91205,300,20
91845,300,20
92736,300,20
98529,300,20
3144,301,20
3790,301,20
3852,301,20
5720,301,20
6160,301,20
6445,301,20
10617,301,20
12655,301,20
14634,301,20
15273,301,20
15423,301,20
16509,301,20
18875,301,20
22203,301,20
24041,301,20
24568,301,20
27255,301,20
28683,301,20
28831,301,20
30341,301,20
30405,301,20
30708,301,20
31078,301,20
31772,301,20
34082,301,20
34968,301,20
35204,301,20
35690,301,20
37494,301,20
37903,301,20
40314,301,20
40945,301,20
40989,301,20
41794,301,20
42200,301,20
43370,301,20
45611,301,20
46868,301,20
48029,301,20
49149,301,20
50784,301,20
52073,301,20
52622,301,20
52799,301,20
53119,301,20
53268,301,20
54638,301,20
56495,301,20
62097,301,20
63470,301,20
63497,301,20
64506,301,20
65573,301,20
67968,301,20
73211,301,20
73721,301,20
73748,301,20
74840,301,20
76106,301,20
76629,301,20
77300,301,20
79628,301,20
81757,301,20
81963,301,20
83450,301,20
85594,301,20
85751,301,20
85973,301,20
85990,301,20
86218,301,20
87588,301,20
88801,301,20
90557,301,20
94847,301,20
96793,301,20
96797,301,20
97941,301,20
98349,301,20
98464,301,20
99950,301,20
2302,302,20
2682,302,20
3774,302,20
4889,302,20
5339,302,20
5989,302,20
6965,302,20
7996,302,20
8063,302,20
11455,302,20
11876,302,20
12592,302,20
13635,302,20
16518,302,20
17660,302,20
17664,302,20
17668,302,20
18575,302,20
25581,302,20
25980,302,20
26100,302,20
28405,302,20
28758,302,20
29065,302,20
30570,302,20
30836,302,20
31783,302,20
31810,302,20
32612,302,20
33129,302,20
33250,302,20
33646,302,20
34318,302,20
35236,302,20
37997,302,20
42205,302,20
44036,302,20
46010,302,20
47207,302,20
48725,302,20
51773,302,20
54193,302,20
54247,302,20
54398,302,20
55255,302,20
56979,302,20
60015,302,20
60921,302,20
61357,302,20
65308,302,20
66348,302,20
66465,302,20
68147,302,20
76357,302,20
77188,302,20
79807,302,20
80176,302,20
82965,302,20
83375,302,20
83996,302,20
85104,302,20
85868,302,20
87062,302,20
89685,302,20
90816,302,20
93891,302,20
94616,302,20
96509,302,20
98161,302,20
98745,302,20
594,303,20
1015,303,20
1812,303,20
1894,303,20
2107,303,20
3434,303,20
4275,303,20
4805,303,20
5296,303,20
